Date,Open,High,Low,Close,Adj Close,Volume
2019-08-22,37.250000,37.509998,37.049999,37.259998,36.058296,4044300
2019-08-23,36.610001,37.180000,35.900002,36.060001,34.896999,7834100
2019-08-26,36.490002,36.610001,36.009998,36.250000,35.080872,4838500
2019-08-27,36.470001,36.580002,35.849998,35.889999,34.732479,6221600
2019-08-28,35.700001,36.570000,35.580002,36.439999,35.264744,7284600
2019-08-29,36.799999,37.020000,36.730000,36.910000,35.719585,5123700
2019-08-30,37.250000,37.340000,36.910000,37.090000,35.893780,4599000
2019-09-03,36.889999,37.009998,36.540001,36.910000,35.719585,6093900
2019-09-04,37.310001,38.320000,37.240002,38.240002,37.006691,8105700
2019-09-05,38.619999,39.540001,38.619999,38.730000,37.857082,10747000
2019-09-06,38.919998,38.930000,38.520000,38.779999,37.905952,5012700
2019-09-09,39.060001,39.779999,38.950001,39.580002,38.687923,7543800
2019-09-10,39.200001,39.680000,38.840000,39.580002,38.687923,7233600
2019-09-11,39.400002,39.540001,38.860001,39.459999,38.570625,6991800
2019-09-12,39.410000,39.490002,38.900002,39.070000,38.189419,6982100
2019-09-13,39.470001,39.580002,38.779999,38.860001,37.984150,10133600
2019-09-16,37.970001,38.160000,36.970001,37.209999,36.371338,15650300
2019-09-17,37.200001,38.419998,36.849998,38.290001,37.426998,11349200
2019-09-18,38.150002,38.349998,37.919998,38.180000,37.319477,5949800
2019-09-19,38.250000,38.349998,37.740002,37.779999,36.928490,4924600
2019-09-20,38.060001,38.070000,37.290001,37.369999,36.527733,18762200
2019-09-23,36.790001,37.430000,36.570000,37.240002,36.400665,7044100
2019-09-24,37.340000,37.490002,36.549999,36.770000,35.941254,6965500
2019-09-25,36.759998,37.250000,36.439999,37.110001,36.273594,8414900
2019-09-26,37.360001,37.889999,37.169998,37.610001,36.762325,8301200
2019-09-27,37.840000,37.970001,36.970001,37.419998,36.576607,6879500
2019-09-30,37.529999,37.580002,37.009998,37.480000,36.635254,7477000
2019-10-01,37.470001,37.480000,36.029999,36.110001,35.296131,9991600
2019-10-02,35.770000,35.770000,34.410000,34.680000,33.898361,12940100
2019-10-03,34.509998,34.990002,34.160000,34.980000,34.191601,12044600
2019-10-04,35.000000,35.189999,34.580002,34.910000,34.123177,7037700
2019-10-07,34.599998,35.110001,34.299999,34.750000,33.966785,6640500
2019-10-08,34.310001,34.470001,33.709999,33.880001,33.116394,10686900
2019-10-09,33.980000,34.340000,33.790001,34.139999,33.370529,6329300
2019-10-10,34.450001,35.299999,34.209999,34.660000,33.878811,10914900
2019-10-11,35.220001,36.000000,35.209999,35.570000,34.768299,12177900
2019-10-14,35.389999,35.560001,35.270000,35.500000,34.699879,5630700
2019-10-15,35.470001,36.560001,35.169998,36.259998,35.442749,10249400
2019-10-16,36.490002,37.220001,36.450001,36.650002,35.823963,13294400
2019-10-17,36.810001,36.820000,35.869999,36.189999,35.374325,8122200
2019-10-18,36.090000,36.369999,36.009998,36.169998,35.354778,6858800
2019-10-21,36.439999,36.720001,35.630001,35.930000,35.120190,7039300
2019-10-22,35.770000,36.580002,35.560001,36.310001,35.491623,6730400
2019-10-23,36.250000,36.639999,35.830002,36.610001,35.784866,6413900
2019-10-24,36.619999,36.770000,35.740002,35.820000,35.012669,6718800
2019-10-25,35.779999,36.820000,35.759998,36.740002,35.911934,8735600
2019-10-28,37.209999,37.299999,36.490002,36.639999,35.814186,10645500
2019-10-29,37.599998,38.700001,37.599998,38.209999,37.348797,18562500
2019-10-30,38.259998,38.259998,37.419998,37.910000,37.055561,7393200
